,text,label
744,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
745,"Poder obtener asesoría personalizada de personas que tienen una visión externa a mi emprendimiento, lo que puede resultar en ver más fácilmente áreas de oportunidad que yo podría no estar viendo.",0
746,ampliar mi red de alianzas y partners,0
747,"Integrity, Hardwork, Time Consciousn and Determination",1
748,Más que un mentor busco explorar sinergias,0
749,"More interested in venture partners, at this time.",0
750,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
751,Su visión externa,0
752,"Esto potencia y fortalece el alma, la mente, el cuerpo y el espíritu construyendo una personalidad fortalecida para enfrentar los desafíos de emprender",1
753,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
754,C'est d apprendre plus et le networking est important,0
755,Su visión externa,0
756,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
757,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
758,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
759,"More interested in venture partners, at this time.",0
760,Que me de motivación  personal,1
761,Each one teach one. Sharing is caring and every good turn deserves another. LET'S INSPIRE and motivate our magnificence!,1
762,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
763,ampliar mi red de alianzas y partners,0
764,"Tener experiencia, retroalimentación y generar relaciones.",0
765,"I would love to have a mentor help me grow and see things I don't know. I am internally motivated and not afraid to work hard but I hate spinning  my wheels with mistakes that through trial and error I learn were totally foolish or maybe weren't completely wrong but I don't know how to surgically examine the taken action and make the 1 or 2 tweaks necessary, doing that alone with limited or no results weighs on you over time no matter how gritty you are... that being said I am not going to stop. I will find a way and I know this attitude will help connect me the right people.",1
766,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
767,Hardwork and devotion,1
768,ampliar mi red de alianzas y partners,0
769,Me gusta aprender de las experiencias de los demás,0
770,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
771,Mendapatkan ilmu marketing dan melek dunia digital,0
772,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
773,ampliar mi red de alianzas y partners,0
774,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
775,"""I COME TO YOU NOT BRINGING MONEY, ONLY BRINGING OPPORTUNITIES""",0
776,"More interested in venture partners, at this time.",0
777,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
778,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
779,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
780,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
781,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
782,Apoyo en la búsqueda de capital inversionista,0
783,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
784,escuchar un punto de vista externo,0
785,Ampliar contactos,0
786,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
787,Each one teach one. Sharing is caring and every good turn deserves another. LET'S INSPIRE and motivate our magnificence!,1
788,escuchar un punto de vista externo,0
789,"Integrity, Hardwork, Time Consciousn and Determination",1
790,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
791,"More interested in venture partners, at this time.",0
792,Apoyo en la búsqueda de capital inversionista,0
793,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
794,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
795,I am stuck on the issue of driving traffic to the website.,0
796,Each one teach one. Sharing is caring and every good turn deserves another. LET'S INSPIRE and motivate our magnificence!,1
797,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
798,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
799,Need a nicely put together presentation or paper explaining what trying to do to attract funding,0
800,To get ideas and support for development,0
801,Lluvia de ideas,0
802,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
803,Apoyo en la búsqueda de capital inversionista,0
804,Fundamental para este momento,1
805,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
806,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
807,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
808,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
809,ampliar mi red de alianzas y partners,0
810,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
811,"More interested in venture partners, at this time.",0
812,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
813,Ingin mendapatkan ilmu marketing online,0
814,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
815,"Integrity, Hardwork, Time Consciousn and Determination",1
816,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
817,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
818,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
819,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
820,"Obtener una opinión externa sobre el proyecto, mejoras de ingresos y egresos",0
821,"Esto potencia y fortalece el alma, la mente, el cuerpo y el espíritu construyendo una personalidad fortalecida para enfrentar los desafíos de emprender",1
822,"""I COME TO YOU NOT BRINGING MONEY, ONLY BRINGING OPPORTUNITIES""",0
823,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
824,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
825,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
826,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
827,To boost inner confidence.,1
828,"Integrity, Hardwork, Time Consciousn and Determination",1
829,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
830,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
831,C'est d apprendre plus et le networking est important,0
832,Ingin mendapatkan ilmu marketing online,0
833,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
834,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
835,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
836,Mempunyai branding produk sendiri untuk usaha saya. Dan cukup dikenal dikalangan masyarakat.,0
837,"Integrity, Hardwork, Time Consciousn and Determination",1
838,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
839,I need an investor for my business,0
840,ampliar mi red de alianzas y partners,0
841,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
842,motivasi saya semoga ada nya pelatihan ini bisa menambah ide baru atau strategi baru untuk zaman kini yang semakin berkembang nya teknologi dan kemanan nya,1
843,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
844,Fundamental para este momento,1
845,Apoyo en la búsqueda de capital inversionista,0
846,"Esto potencia y fortalece el alma, la mente, el cuerpo y el espíritu construyendo una personalidad fortalecida para enfrentar los desafíos de emprender",1
847,escuchar un punto de vista externo,0
848,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
849,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
850,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
851,Hardwork and devotion,1
852,"More interested in venture partners, at this time.",0
853,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
854,Ingin mendapatkan ilmu marketing online,0
855,Hardwork and devotion,1
856,Aprender de la experiencia de otros,0
857,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
858,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
859,"Para que nos guíe, tener un punto de vista externa y una crítica constructiva",0
860,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
861,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
862,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
863,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
864,Ingin mendapatkan ilmu marketing online,0
865,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
866,ampliar mi red de alianzas y partners,0
867,Support and business development,0
868,To boost inner confidence.,1
869,Hardwork and devotion,1
870,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
871,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
872,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
873,"More interested in venture partners, at this time.",0
874,Necesito apoyo ya que soy nuevo en el tema del emprendimiento,1
875,Ingin mendapatkan ilmu marketing online,0
876,To boost inner confidence.,1
877,Apoyo en la búsqueda de capital inversionista,0
878,ampliar mi red de alianzas y partners,0
879,"I would love to have a mentor help me grow and see things I don't know. I am internally motivated and not afraid to work hard but I hate spinning  my wheels with mistakes that through trial and error I learn were totally foolish or maybe weren't completely wrong but I don't know how to surgically examine the taken action and make the 1 or 2 tweaks necessary, doing that alone with limited or no results weighs on you over time no matter how gritty you are... that being said I am not going to stop. I will find a way and I know this attitude will help connect me the right people.",1
880,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
881,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
882,Motivation,1
883,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
884,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
885,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
886,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
887,Hardwork and devotion,1
888,ampliar mi red de alianzas y partners,0
889,Ingin membangun branding dengan cara yang tepat sehingga dapat menarik client yang sesuai dengan profil ilustrator,0
890,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
891,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
892,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
893,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
894,Ingin mendapatkan ilmu marketing online,0
895,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
896,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
897,Ingin mendapatkan ilmu marketing online,0
898,Ingin mendapatkan ilmu marketing online,0
899,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
900,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
901,"More interested in venture partners, at this time.",0
902,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
903,Guidance and frustration,0
904,Aprender de la experiencia de otros,0
905,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
906,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
907,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
908,"The core motivation is to inspire and empower audiences by spotlighting the transformative stories of African leaders and creators. Working with interviewees offers an opportunity to co-create a narrative that challenges stereotypes, celebrates cultural heritage, and paves the way for future innovation and collaboration.",1
909,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
910,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
911,Su visión externa,0
912,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
913,Ingin mendapatkan ilmu marketing online,0
914,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
915,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
916,Hardwork and devotion,1
917,"Experiences, and experts really excite me",0
918,ampliar mi red de alianzas y partners,0
919,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
920,escuchar un punto de vista externo,0
921,"Motivasi saya karena ingin belajar banyak hal, saling sharing sesama pebisnis, menambah ilmu terkait dunia usaha/kerja, dan mengetahui adanya peluang masa depan",1
922,"More interested in venture partners, at this time.",0
923,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
924,I need an investor for my business,0
925,Fundamental para este momento,1
926,I need an investor for my business,0
927,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
928,"More interested in venture partners, at this time.",0
929,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
930,I need an investor for my business,0
931,Motivasi saya untuk dapat berdiskusi mengenai tahap tahapan untuk membuka sebuah usaha,1
932,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
933,ampliar mi red de alianzas y partners,0
934,Apoyo en la búsqueda de capital inversionista,0
935,"More interested in venture partners, at this time.",0
936,Not Requited,0
937,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
938,"Motivasi saya karena ingin belajar banyak hal, saling sharing sesama pebisnis, menambah ilmu terkait dunia usaha/kerja, dan mengetahui adanya peluang masa depan",1
939,To boost inner confidence.,1
940,"Esto potencia y fortalece el alma, la mente, el cuerpo y el espíritu construyendo una personalidad fortalecida para enfrentar los desafíos de emprender",1
941,Aprender de la experiencia de otros,0
942,"More interested in venture partners, at this time.",0
943,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
944,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
945,Hardwork and devotion,1
946,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
947,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
948,Hardwork and devotion,1
949,"Integrity, Hardwork, Time Consciousn and Determination",1
950,Ingin mendapatkan ilmu marketing online,0
951,Ingin mendapatkan ilmu marketing online,0
952,Motivasi saya untuk dapat berdiskusi mengenai tahap tahapan untuk membuka sebuah usaha,1
953,"Motivasi saya karena ingin belajar banyak hal, saling sharing sesama pebisnis, menambah ilmu terkait dunia usaha/kerja, dan mengetahui adanya peluang masa depan",1
954,sharing sesion,0
955,Hardwork and devotion,1
956,Apoyo en la búsqueda de capital inversionista,0
957,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
958,"""I COME TO YOU NOT BRINGING MONEY, ONLY BRINGING OPPORTUNITIES""",0
959,ampliar mi red de alianzas y partners,0
960,"Poder obtener asesoría personalizada de personas que tienen una visión externa a mi emprendimiento, lo que puede resultar en ver más fácilmente áreas de oportunidad que yo podría no estar viendo.",0
961,Hardwork and devotion,1
962,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
963,Aprender de la experiencia de otros,0
964,Ampliar contactos,0
965,"Tener experiencia, retroalimentación y generar relaciones.",0
966,"""In this life is not all about you it's about others"". So i am giving others a chance to forget about them self to mentor me",0
967,Buscar experiencia y alguien que me sepa ayudar a salir del bache en que estamos atorados.,0
968,Fundamental para este momento,1
969,"Integrity, Hardwork, Time Consciousn and Determination",1
970,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
971,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
972,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
973,escuchar un punto de vista externo,0
974,ampliar mi red de alianzas y partners,0
975,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
976,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
977,"Es mi fuente de sustento, necesito poner en orden mi idea y resolverla",1
978,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
979,Hardwork and devotion,1
980,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
981,"More interested in venture partners, at this time.",0
982,"The core motivation is to inspire and empower audiences by spotlighting the transformative stories of African leaders and creators. Working with interviewees offers an opportunity to co-create a narrative that challenges stereotypes, celebrates cultural heritage, and paves the way for future innovation and collaboration.",1
983,Apoyo en la búsqueda de capital inversionista,0
984,pengembangan usaha dan perluasan link usaha,0
985,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
986,Guidance and frustration,0
987,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
988,To boost inner confidence.,1
989,Apoyo en la búsqueda de capital inversionista,0
990,"Motivasi saya karena ingin belajar banyak hal, saling sharing sesama pebisnis, menambah ilmu terkait dunia usaha/kerja, dan mengetahui adanya peluang masa depan",1
991,"Integrity, Hardwork, Time Consciousn and Determination",1
992,My motivations to guide me through this journey whether as a digital marketer or launching a startup,1
993,Apoyo en la búsqueda de capital inversionista,0
994,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
995,Apoyo en la búsqueda de capital inversionista,0
996,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
997,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
998,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
999,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
1000,Motivation,1
1001,Ampliar contactos,0
1002,Su visión externa,0
1003,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
1004,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
1005,"More interested in venture partners, at this time.",0
1006,"El adquirir nuevas ideas el poder ser evaluada mi conducta empresarial con otras visiones y optener así la mejora constante.
Ya que aunque mucho se sepa sobre algo siempre es necesaria las visiones externas para lograr perfeccionar sistemas y agilizar los logros.",0
1007,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
1008,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
1009,"Poder obtener asesoría personalizada de personas que tienen una visión externa a mi emprendimiento, lo que puede resultar en ver más fácilmente áreas de oportunidad que yo podría no estar viendo.",0
1010,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1011,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
1012,Sharing pengalaman mengenai dunia usaha dan digital marketing,0
1013,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1014,Quiero una guía externa que vea mi negocio desde afuera con una perspectiva critica y sincera y que me ayude a descubrir el camino hacia la alta productividad y rentabilidad estable.,0
1015,Fundamental para este momento,1
1016,Requiero de alguien fuera de mi ciclo que me apoye con una visión distinta a fortalecer este emprendimiento,0
1017,ampliar mi red de alianzas y partners,0
1018,"More interested in venture partners, at this time.",0
1019,escuchar un punto de vista externo,0
1020,Hardwork and devotion,1
1021,Hardwork and devotion,1
1022,Su visión externa,0
1023,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
1024,ampliar mi red de alianzas y partners,0
1025,Hardwork and devotion,1
1026,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
1027,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
1028,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1029,ingin meningkatkan networking dan perluas bisnis,0
1030,ampliar mi red de alianzas y partners,0
1031,Ampliar contactos,0
1032,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
1033,Need a nicely put together presentation or paper explaining what trying to do to attract funding,0
1034,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
1035,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
1036,Apoyo en la búsqueda de capital inversionista,0
1037,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1038,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
1039,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
1040,Motivation,1
1041,"Tener una perspectiva objetiva, externa y profesional",0
1042,Ingin mendapatkan ilmu marketing online,0
1043,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
1044,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
1045,Aprender de la experiencia de otros,0
1046,"Motivasinya: Membantu mengetahui tips n trick bagi permasalahan yang saya sebutkan di atas seperti sulitnya memasarkan produk fashion di daerah saya, terus memberikan pelayanan yang lebih baik kepada para customer, mendapatkan lebih banyak Resseler lagi yang benar-benar mau gabung, dan membantu di dalam pengelolaan keuangan online shop saya",1
1047,Hardwork and devotion,1
1048,Hardwork and devotion,1
1049,Hardwork and devotion,1
1050,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1051,Ingin mendapatkan ilmu marketing online,0
1052,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
1053,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
1054,Hardwork and devotion,1
1055,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
1056,C'est d apprendre plus et le networking est important,0
1057,Aprender de la experiencia de otros,0
1058,I need an investor for my business,0
1059,"Integrity, Hardwork, Time Consciousn and Determination",1
1060,Motivation,1
1061,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1062,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1063,Más que un mentor busco explorar sinergias,0
1064,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1065,Apoyo en la búsqueda de capital inversionista,0
1066,Hardwork and devotion,1
1067,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
1068,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
1069,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1070,My motivations to guide me through this journey whether as a digital marketer or launching a startup,1
1071,escuchar un punto de vista externo,0
1072,Apoyo en la búsqueda de capital inversionista,0
1073,"Integrity, Hardwork, Time Consciousn and Determination",1
1074,Need help and direction,0
1075,escuchar un punto de vista externo,0
1076,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
1077,Ingin mendapatkan ilmu marketing online,0
1078,Su visión externa,0
1079,Hardwork and devotion,1
1080,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
1081,Siento debilidades en los procesos a definir como estandarización y demás necesarios para la apertura de mi negocio como algo sólido,0
1082,Fundamental para este momento,1
1083,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
1084,Que me de motivación  personal,1
1085,Su visión externa,0
1086,"More interested in venture partners, at this time.",0
1087,Para adquirir experiencia en el mercado.,0
1088,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
1089,Working to network,0
1090,"More interested in venture partners, at this time.",0
1091,Necesito apoyo ya que soy nuevo en el tema del emprendimiento,1
1092,Hardwork and devotion,1
1093,Hardwork and devotion,1
1094,Not Requited,0
1095,"Integrity, Hardwork, Time Consciousn and Determination",1
1096,Find new ways to locate contractors that wants to understand the FIDIC mindset.,1
1097,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
1098,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1099,Quiero una guía externa que vea mi negocio desde afuera con una perspectiva critica y sincera y que me ayude a descubrir el camino hacia la alta productividad y rentabilidad estable.,0
1100,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1101,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
1102,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
1103,Hardwork and devotion,1
1104,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
1105,C'est d apprendre plus et le networking est important,0
1106,"Integrity, Hardwork, Time Consciousn and Determination",1
1107,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1108,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
1109,Que me de motivación  personal,1
1110,Ingin mendapatkan ilmu marketing online,0
1111,Hardwork and devotion,1
1112,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
1113,ampliar mi red de alianzas y partners,0
1114,escuchar un punto de vista externo,0
